user_id,skin_type,primary_concern,secondary_concern,signup_date
4743,combination,acne,dehydration,2026-01-31
4744,dry,sensitivity,acne,2025-08-17
4745,sensitive,sensitivity,dullness,2024-08-08
4746,dry,dullness,dehydration,2025-01-05
4747,sensitive,acne,dullness,2024-10-09
4748,dry,dehydration,sensitivity,2025-07-08
4749,normal,pigmentation,sensitivity,2024-12-08
4750,dry,dullness,dehydration,2025-09-02
4751,oily,dullness,sensitivity,2025-04-11
4752,oily,acne,pigmentation,2025-01-19
4753,normal,acne,pigmentation,2024-11-11
4754,normal,acne,pigmentation,2024-08-29
4755,dry,sensitivity,aging,2026-04-20
4756,sensitive,sensitivity,dehydration,2024-12-03
4757,combination,aging,dehydration,2025-02-03
4758,oily,aging,acne,2025-01-14
4759,combination,aging,sensitivity,2026-06-26
4760,sensitive,aging,dehydration,2025-07-15
4761,normal,dullness,dehydration,2024-08-03
4762,normal,aging,acne,2024-09-16
4763,oily,dullness,dehydration,2026-01-19
4764,dry,aging,sensitivity,2025-07-16
4765,combination,dullness,dehydration,2024-10-13
4766,oily,sensitivity,dullness,2024-08-25
4767,combination,pigmentation,acne,2025-11-06
4768,oily,acne,aging,2024-11-27
4769,oily,dullness,sensitivity,2024-11-03
4770,oily,acne,dullness,2026-03-19
4771,dry,pigmentation,dehydration,2026-06-13
4772,sensitive,dehydration,acne,2026-06-02
4773,oily,aging,dehydration,2026-03-22
4774,normal,dullness,dehydration,2025-01-11
4775,dry,dehydration,acne,2025-09-25
4776,oily,acne,dullness,2025-02-20
4777,dry,aging,acne,2026-05-02
4778,sensitive,acne,dehydration,2025-04-22
4779,oily,aging,sensitivity,2025-01-08
4780,oily,pigmentation,sensitivity,2024-07-23
4781,normal,sensitivity,aging,2025-11-15
4782,combination,pigmentation,dullness,2025-06-03
4783,dry,pigmentation,dullness,2025-07-18
4784,sensitive,acne,dullness,2025-10-25
4785,normal,acne,aging,2025-03-26
4786,dry,pigmentation,sensitivity,2025-05-20
4787,combination,pigmentation,aging,2024-11-05
4788,oily,dehydration,sensitivity,2026-06-16
4789,dry,sensitivity,aging,2026-01-25
4790,combination,sensitivity,acne,2025-05-09
4791,oily,sensitivity,acne,2025-05-13
4792,normal,sensitivity,pigmentation,2024-09-15
4793,normal,aging,dullness,2025-02-28
4794,dry,aging,dehydration,2026-07-03
4795,dry,dullness,acne,2025-07-14
4796,oily,pigmentation,dullness,2024-10-27
4797,combination,dullness,aging,2024-10-06
4798,oily,sensitivity,acne,2024-11-27
4799,dry,pigmentation,sensitivity,2025-07-22
4800,combination,dehydration,pigmentation,2026-04-20
4801,sensitive,sensitivity,dullness,2026-02-01
4802,combination,dullness,pigmentation,2024-10-25
4803,dry,aging,dullness,2025-10-31
4804,sensitive,pigmentation,sensitivity,2024-12-25
4805,sensitive,pigmentation,dullness,2026-06-10
4806,sensitive,pigmentation,sensitivity,2025-07-13
4807,combination,dehydration,acne,2024-08-11
4808,normal,dullness,sensitivity,2026-01-08
4809,dry,pigmentation,sensitivity,2026-06-14
4810,normal,dullness,aging,2025-12-08
4811,dry,dehydration,dullness,2026-05-21
4812,dry,acne,dehydration,2025-04-15
4813,combination,acne,dullness,2026-02-16
4814,combination,sensitivity,aging,2026-01-07
4815,sensitive,dehydration,dullness,2025-05-03
4816,dry,dullness,sensitivity,2025-11-11
4817,normal,sensitivity,dehydration,2025-03-18
4818,dry,dullness,pigmentation,2024-08-25
4819,combination,dullness,pigmentation,2024-08-25
4820,normal,pigmentation,dehydration,2025-01-19
4821,combination,dehydration,dullness,2024-07-28
4822,sensitive,dehydration,aging,2025-01-14
4823,normal,pigmentation,aging,2026-05-18
4824,normal,dehydration,aging,2024-08-07
4825,combination,dehydration,aging,2025-05-18
4826,combination,acne,sensitivity,2026-07-02
4827,oily,acne,sensitivity,2025-04-09
4828,combination,dullness,aging,2026-01-09
4829,normal,dullness,dehydration,2025-06-11
4830,combination,dullness,pigmentation,2025-03-13
4831,dry,aging,pigmentation,2026-06-16
4832,oily,sensitivity,dehydration,2025-08-20
4833,dry,aging,sensitivity,2026-05-27
4834,dry,pigmentation,acne,2026-04-15
4835,normal,acne,sensitivity,2026-02-02
4836,combination,sensitivity,acne,2024-12-12
4837,oily,dehydration,dullness,2025-09-08
4838,oily,aging,acne,2026-06-02
4839,normal,pigmentation,dehydration,2025-01-06
4840,normal,acne,pigmentation,2025-06-04
4841,sensitive,acne,sensitivity,2026-03-25
4842,oily,acne,aging,2025-05-21
4843,oily,dullness,acne,2026-01-06
4844,oily,pigmentation,dullness,2025-03-29
4845,sensitive,acne,sensitivity,2024-08-13
4846,sensitive,pigmentation,dehydration,2025-11-18
4847,normal,dehydration,sensitivity,2025-01-08
4848,oily,aging,dullness,2026-06-19
4849,oily,acne,sensitivity,2025-09-12
4850,normal,dehydration,acne,2024-09-25
4851,normal,aging,acne,2026-05-13
4852,sensitive,pigmentation,aging,2024-08-26
4853,oily,dehydration,dullness,2026-04-29
4854,oily,sensitivity,dullness,2025-07-19
4855,oily,dullness,sensitivity,2026-02-24
4856,sensitive,acne,sensitivity,2026-06-21
4857,normal,pigmentation,dullness,2025-10-24
4858,sensitive,dullness,aging,2025-05-08
4859,dry,sensitivity,aging,2025-01-24
4860,sensitive,sensitivity,aging,2025-11-18
4861,oily,sensitivity,acne,2025-07-12
4862,normal,dehydration,acne,2026-02-23
4863,normal,dullness,dehydration,2025-01-19
4864,sensitive,dullness,aging,2026-03-05
4865,normal,dehydration,sensitivity,2024-10-15
4866,combination,dehydration,sensitivity,2026-02-25
4867,combination,dullness,dehydration,2025-03-08
4868,dry,acne,sensitivity,2025-11-07
4869,normal,sensitivity,dehydration,2024-07-08
4870,sensitive,acne,dehydration,2025-12-13
4871,oily,aging,dullness,2024-08-12
4872,normal,aging,sensitivity,2024-11-02
4873,oily,sensitivity,dehydration,2025-07-29
4874,combination,acne,pigmentation,2025-07-09
4875,oily,aging,acne,2025-10-21
4876,sensitive,aging,dullness,2025-08-28
4877,combination,acne,sensitivity,2025-07-31
4878,combination,pigmentation,dehydration,2026-03-22
4879,sensitive,aging,pigmentation,2025-11-12
4880,sensitive,sensitivity,aging,2024-10-04
4881,dry,aging,acne,2024-07-21
4882,normal,sensitivity,dehydration,2026-05-27
4883,combination,dehydration,acne,2025-01-17
4884,oily,dehydration,aging,2026-01-12
4885,oily,sensitivity,aging,2025-03-16
4886,dry,dehydration,pigmentation,2025-04-08
4887,sensitive,dehydration,aging,2024-10-02
4888,combination,acne,aging,2025-02-08
4889,dry,dehydration,sensitivity,2024-11-11
4890,combination,acne,dullness,2024-11-28
4891,normal,dehydration,dullness,2025-03-20
4892,combination,dullness,dehydration,2025-09-10
4893,oily,dehydration,acne,2025-11-02
4894,oily,dullness,pigmentation,2025-10-26
4895,combination,aging,sensitivity,2025-10-17
4896,combination,aging,acne,2025-12-08
4897,normal,dullness,acne,2025-11-21
4898,combination,aging,pigmentation,2025-05-17
4899,sensitive,aging,pigmentation,2025-12-21
4900,combination,aging,sensitivity,2025-10-25
4901,dry,dullness,acne,2025-02-03
4902,sensitive,pigmentation,dullness,2025-11-09
4903,sensitive,dullness,acne,2026-04-20
4904,sensitive,pigmentation,acne,2026-06-24
4905,oily,pigmentation,dehydration,2024-12-24
4906,sensitive,aging,acne,2024-08-12
4907,dry,acne,dullness,2025-02-23
4908,sensitive,dullness,pigmentation,2026-05-23
4909,sensitive,dehydration,aging,2025-05-21
4910,sensitive,sensitivity,aging,2025-12-20
4911,normal,pigmentation,acne,2025-11-14
4912,combination,dullness,aging,2024-09-01
4913,oily,dullness,dehydration,2024-11-11
4914,sensitive,dehydration,acne,2025-01-15
4915,sensitive,dullness,aging,2025-07-05
4916,oily,dehydration,pigmentation,2025-05-10
4917,oily,sensitivity,pigmentation,2024-09-05
4918,dry,acne,dehydration,2025-03-10
4919,normal,aging,acne,2025-05-09
4920,combination,dullness,dehydration,2026-04-27
4921,normal,dullness,dehydration,2024-07-08
4922,normal,aging,pigmentation,2024-11-22
4923,combination,pigmentation,sensitivity,2025-10-13
4924,sensitive,dullness,sensitivity,2026-01-05
4925,dry,dehydration,dullness,2024-07-29
4926,oily,acne,pigmentation,2024-08-07
4927,dry,dullness,aging,2025-09-02
4928,combination,sensitivity,acne,2026-01-18
4929,oily,dullness,pigmentation,2024-11-30
4930,dry,sensitivity,dehydration,2025-04-05
4931,oily,aging,acne,2024-09-17
4932,sensitive,acne,dehydration,2025-06-03
4933,normal,dehydration,acne,2025-05-29
4934,normal,pigmentation,dullness,2026-03-24
4935,dry,acne,aging,2025-04-22
4936,combination,pigmentation,aging,2025-10-14
4937,normal,sensitivity,pigmentation,2026-02-06
4938,combination,dehydration,acne,2024-12-12
4939,dry,pigmentation,sensitivity,2025-10-27
4940,dry,dullness,sensitivity,2026-02-01
4941,sensitive,aging,dullness,2024-08-03
4942,combination,pigmentation,sensitivity,2024-08-02
4943,normal,sensitivity,aging,2025-07-10
4944,normal,dehydration,acne,2025-12-03
4945,oily,aging,acne,2026-03-10
4946,sensitive,aging,dehydration,2025-04-04
4947,dry,dehydration,aging,2025-04-16
4948,combination,aging,dullness,2025-04-10
4949,dry,aging,sensitivity,2024-12-22
4950,dry,aging,sensitivity,2025-07-27
4951,dry,aging,dehydration,2025-02-22
4952,oily,dullness,pigmentation,2025-03-14
4953,sensitive,acne,aging,2024-12-02
4954,oily,aging,acne,2025-01-09
4955,dry,aging,dehydration,2026-06-10
4956,oily,pigmentation,dehydration,2025-04-10
4957,oily,aging,acne,2024-07-23
4958,dry,aging,pigmentation,2025-05-23
4959,normal,aging,dehydration,2025-06-14
4960,normal,sensitivity,aging,2025-04-19
4961,dry,dullness,acne,2025-05-23
4962,combination,dullness,aging,2025-09-16
4963,normal,pigmentation,acne,2024-07-10
4964,dry,sensitivity,dullness,2026-05-16
4965,normal,acne,sensitivity,2024-11-18
4966,oily,dullness,dehydration,2026-03-12
4967,dry,pigmentation,sensitivity,2026-02-06
4968,dry,dehydration,dullness,2025-04-19
4969,oily,aging,acne,2025-03-27
4970,normal,pigmentation,dehydration,2024-08-28
4971,normal,acne,sensitivity,2025-12-03
4972,dry,dehydration,aging,2026-06-18
4973,normal,aging,pigmentation,2026-01-01
4974,sensitive,pigmentation,aging,2025-06-04
4975,normal,sensitivity,dullness,2025-10-18
4976,normal,acne,dullness,2026-01-03
4977,combination,aging,pigmentation,2024-09-06
4978,oily,acne,sensitivity,2025-05-22
4979,normal,acne,sensitivity,2025-03-02
4980,sensitive,acne,aging,2025-01-05
4981,normal,pigmentation,dehydration,2025-09-10
4982,normal,sensitivity,acne,2025-01-15
4983,oily,aging,pigmentation,2024-08-01
4984,combination,sensitivity,pigmentation,2025-01-23
4985,oily,pigmentation,sensitivity,2025-12-02
4986,oily,dehydration,pigmentation,2024-12-14
4987,normal,acne,sensitivity,2026-01-15
4988,normal,acne,sensitivity,2026-05-14
4989,normal,acne,dehydration,2025-08-16
4990,normal,sensitivity,dullness,2025-06-29
4991,sensitive,dehydration,sensitivity,2025-07-28
4992,combination,dehydration,dullness,2025-12-27
4993,normal,sensitivity,acne,2025-12-19
4994,combination,pigmentation,dehydration,2024-09-01
4995,sensitive,dehydration,acne,2025-12-05
4996,dry,dullness,sensitivity,2024-12-11
4997,sensitive,dullness,aging,2025-12-30
4998,normal,dullness,sensitivity,2026-04-19
4999,sensitive,aging,sensitivity,2026-05-21
5000,combination,acne,aging,2026-01-10
5001,oily,acne,sensitivity,2024-10-30
5002,oily,dullness,pigmentation,2025-08-08
5003,sensitive,dullness,acne,2025-02-13
5004,sensitive,dehydration,sensitivity,2024-08-02
5005,sensitive,dullness,dehydration,2026-06-01
5006,normal,pigmentation,dullness,2026-04-17
5007,combination,aging,sensitivity,2024-09-02
5008,normal,aging,pigmentation,2025-05-17
5009,sensitive,sensitivity,acne,2025-04-11
5010,dry,dullness,acne,2025-10-30
5011,normal,dullness,sensitivity,2024-11-09
5012,oily,dehydration,sensitivity,2025-03-21
5013,combination,aging,acne,2025-12-30
5014,normal,sensitivity,dullness,2025-03-19
5015,sensitive,dehydration,dullness,2026-07-04
5016,normal,sensitivity,aging,2026-01-12
5017,oily,dehydration,acne,2026-02-07
5018,combination,dullness,aging,2024-12-09
5019,sensitive,acne,aging,2025-01-15
5020,sensitive,dullness,pigmentation,2026-05-01
5021,normal,acne,sensitivity,2024-09-12
5022,combination,dullness,dehydration,2024-11-15
5023,sensitive,dehydration,dullness,2025-08-23
5024,combination,dullness,sensitivity,2026-02-02
5025,normal,pigmentation,dehydration,2025-09-02
5026,oily,acne,aging,2025-05-02
5027,dry,dehydration,sensitivity,2025-04-02
5028,oily,dehydration,aging,2025-10-26
5029,sensitive,aging,sensitivity,2026-04-23
5030,dry,dehydration,pigmentation,2025-04-17
5031,dry,dehydration,pigmentation,2025-02-06
5032,normal,dullness,pigmentation,2025-12-23
5033,dry,acne,sensitivity,2025-03-26
5034,oily,sensitivity,aging,2025-05-17
5035,oily,aging,dullness,2025-07-05
5036,dry,dehydration,acne,2026-07-01
5037,normal,sensitivity,aging,2025-11-24
5038,combination,aging,dullness,2025-10-06
5039,normal,dullness,sensitivity,2024-11-04
5040,dry,acne,aging,2024-11-09
5041,dry,sensitivity,dehydration,2024-10-06
5042,oily,acne,dullness,2025-08-02
5043,dry,dullness,aging,2025-11-10
5044,combination,aging,sensitivity,2025-07-07
5045,normal,acne,dullness,2024-12-05
5046,dry,aging,pigmentation,2025-04-08
5047,sensitive,sensitivity,dullness,2025-04-23
5048,sensitive,pigmentation,dullness,2025-08-23
5049,dry,pigmentation,dullness,2025-02-12
5050,normal,pigmentation,sensitivity,2024-10-11
5051,combination,acne,pigmentation,2025-03-05
5052,oily,pigmentation,aging,2025-09-15
5053,normal,dullness,dehydration,2024-10-30
5054,normal,dehydration,aging,2024-08-16
5055,oily,dehydration,pigmentation,2024-12-01
5056,normal,dehydration,sensitivity,2024-10-03
5057,normal,dehydration,aging,2025-12-24
5058,normal,aging,acne,2025-09-02
5059,dry,sensitivity,dullness,2026-01-05
5060,sensitive,pigmentation,aging,2025-10-12
5061,combination,dehydration,dullness,2025-01-16
5062,sensitive,acne,pigmentation,2025-02-27
5063,sensitive,dehydration,pigmentation,2026-07-04
5064,sensitive,acne,dullness,2024-12-31
5065,combination,pigmentation,dullness,2026-02-16
5066,sensitive,aging,dehydration,2026-02-21
5067,combination,dehydration,sensitivity,2025-06-04
5068,oily,acne,dullness,2026-01-11
5069,oily,pigmentation,sensitivity,2024-08-02
5070,normal,aging,dehydration,2026-03-22
5071,normal,dehydration,pigmentation,2026-03-18
5072,combination,sensitivity,dehydration,2024-12-27
5073,oily,dullness,sensitivity,2025-12-09
5074,sensitive,dullness,sensitivity,2025-01-30
5075,oily,aging,dullness,2025-02-23
5076,dry,dehydration,pigmentation,2026-02-18
5077,dry,acne,aging,2025-05-09
5078,oily,acne,sensitivity,2025-06-09
5079,normal,pigmentation,dullness,2026-04-28
5080,combination,pigmentation,sensitivity,2024-12-25
5081,dry,aging,dullness,2024-10-18
5082,combination,sensitivity,pigmentation,2024-08-13
5083,oily,dullness,dehydration,2026-05-03
5084,combination,aging,sensitivity,2026-02-26
5085,combination,pigmentation,aging,2024-11-10
5086,dry,dullness,dehydration,2025-11-26
5087,normal,pigmentation,dehydration,2025-04-05
5088,dry,sensitivity,aging,2025-10-25
5089,oily,aging,dehydration,2026-01-28
5090,combination,dullness,acne,2025-04-06
5091,normal,sensitivity,aging,2026-02-06
5092,dry,pigmentation,sensitivity,2026-03-29
5093,oily,aging,sensitivity,2025-06-14
5094,normal,dullness,aging,2026-02-15
5095,combination,pigmentation,dullness,2026-02-16
5096,oily,acne,pigmentation,2024-12-13
5097,sensitive,pigmentation,dehydration,2025-06-15
5098,dry,acne,pigmentation,2025-06-05
5099,normal,dehydration,aging,2026-03-24
5100,dry,acne,aging,2026-03-11
5101,combination,pigmentation,dullness,2025-09-24
5102,combination,sensitivity,aging,2025-09-26
5103,dry,dullness,dehydration,2025-08-10
5104,combination,dehydration,acne,2026-03-30
5105,oily,dehydration,dullness,2024-09-18
5106,sensitive,pigmentation,sensitivity,2025-10-14
5107,sensitive,dullness,acne,2024-11-17
5108,normal,pigmentation,dehydration,2025-09-17
5109,dry,dullness,acne,2025-07-26
5110,dry,dehydration,dullness,2026-04-16
5111,combination,sensitivity,dehydration,2025-02-27
5112,sensitive,sensitivity,aging,2026-05-24
5113,normal,acne,sensitivity,2025-01-06
5114,oily,pigmentation,aging,2024-09-30
5115,dry,dullness,sensitivity,2025-10-15
5116,dry,pigmentation,dullness,2024-09-26
5117,dry,dullness,pigmentation,2025-02-11
5118,combination,sensitivity,dullness,2026-07-05
5119,normal,pigmentation,dehydration,2026-02-08
5120,oily,sensitivity,pigmentation,2025-03-25
5121,normal,sensitivity,aging,2025-02-09
5122,sensitive,sensitivity,pigmentation,2026-04-29
5123,sensitive,acne,dullness,2025-02-21
5124,sensitive,pigmentation,dullness,2024-11-21
5125,oily,acne,sensitivity,2026-04-30
5126,sensitive,acne,dehydration,2024-10-02
5127,dry,acne,pigmentation,2025-06-12
5128,combination,aging,pigmentation,2025-04-12
5129,sensitive,acne,dehydration,2026-05-31
5130,sensitive,pigmentation,dullness,2025-04-14
5131,dry,sensitivity,aging,2025-08-08
5132,dry,sensitivity,acne,2025-10-08
5133,combination,sensitivity,acne,2024-12-13
5134,oily,acne,dullness,2026-01-05
5135,sensitive,dullness,pigmentation,2026-05-24
5136,oily,dullness,sensitivity,2025-07-07
5137,combination,acne,aging,2025-01-09
5138,sensitive,sensitivity,dehydration,2026-03-31
5139,oily,aging,pigmentation,2024-07-17
5140,normal,sensitivity,aging,2025-03-02
5141,dry,acne,pigmentation,2024-08-23
5142,oily,dullness,pigmentation,2025-07-28
5143,sensitive,acne,dehydration,2026-04-07
5144,combination,sensitivity,dehydration,2026-02-27
5145,sensitive,dullness,aging,2025-07-06
5146,sensitive,acne,dehydration,2025-05-02
5147,combination,pigmentation,aging,2025-01-16
5148,normal,aging,dehydration,2024-12-02
5149,dry,acne,dehydration,2024-12-26
5150,combination,acne,dehydration,2025-05-02
5151,oily,sensitivity,aging,2026-06-23
5152,sensitive,sensitivity,aging,2025-06-14
5153,dry,dullness,pigmentation,2024-11-15
5154,sensitive,sensitivity,aging,2024-10-25
5155,normal,dullness,dehydration,2024-11-04
5156,normal,acne,sensitivity,2026-06-29
5157,normal,dehydration,acne,2025-08-22
5158,oily,acne,aging,2025-04-12
5159,oily,dehydration,sensitivity,2026-01-07
5160,normal,aging,sensitivity,2025-09-10
5161,dry,acne,sensitivity,2026-04-26
5162,oily,pigmentation,aging,2026-02-15
5163,dry,dehydration,acne,2026-07-02
5164,normal,sensitivity,acne,2024-07-20
5165,dry,dullness,dehydration,2024-10-16
5166,oily,acne,dehydration,2025-09-14
5167,sensitive,sensitivity,pigmentation,2026-07-03
5168,oily,dehydration,aging,2025-11-03
5169,dry,aging,sensitivity,2025-08-23
5170,oily,dullness,pigmentation,2026-03-05
5171,sensitive,sensitivity,acne,2025-03-10
5172,combination,aging,dehydration,2024-07-07
5173,normal,acne,dullness,2024-10-28
5174,dry,acne,pigmentation,2024-10-19
5175,dry,dullness,acne,2024-11-06
5176,oily,sensitivity,aging,2026-05-16
5177,dry,dehydration,pigmentation,2025-05-29
5178,combination,dullness,acne,2025-05-19
5179,oily,pigmentation,sensitivity,2026-04-24
5180,combination,aging,acne,2026-03-21
5181,normal,acne,pigmentation,2025-05-19
5182,sensitive,aging,acne,2025-01-29
5183,sensitive,dullness,aging,2026-02-04
5184,normal,sensitivity,dehydration,2025-07-18
5185,sensitive,sensitivity,pigmentation,2026-05-13
5186,sensitive,dehydration,aging,2026-04-17
5187,normal,acne,sensitivity,2025-05-08
5188,oily,dehydration,acne,2025-05-25
5189,normal,pigmentation,acne,2025-01-04
5190,dry,dullness,pigmentation,2024-09-09
5191,sensitive,sensitivity,dullness,2026-02-18
5192,normal,sensitivity,dullness,2025-10-30
5193,combination,dullness,pigmentation,2024-10-19
5194,oily,pigmentation,acne,2026-05-30
5195,dry,dullness,aging,2024-11-08
5196,combination,dehydration,pigmentation,2024-08-15
5197,normal,dullness,acne,2026-04-24
5198,normal,aging,acne,2026-03-25
5199,combination,aging,pigmentation,2025-02-21
5200,normal,dullness,sensitivity,2025-07-24
5201,combination,acne,aging,2024-07-15
5202,combination,sensitivity,dullness,2025-06-03
5203,normal,acne,sensitivity,2025-03-15
5204,sensitive,sensitivity,dehydration,2026-01-14
5205,combination,acne,pigmentation,2025-11-11
5206,combination,dullness,aging,2026-02-27
5207,sensitive,aging,acne,2026-03-21
5208,sensitive,dullness,dehydration,2026-04-15
5209,combination,aging,dullness,2024-09-22
5210,oily,sensitivity,pigmentation,2026-05-16
5211,oily,acne,sensitivity,2025-06-24
5212,oily,sensitivity,dullness,2025-06-30
5213,combination,dehydration,pigmentation,2026-05-27
5214,sensitive,dehydration,aging,2024-10-29
5215,normal,acne,dullness,2025-07-05
5216,dry,acne,sensitivity,2026-04-05
5217,sensitive,aging,dullness,2026-04-03
5218,sensitive,pigmentation,dullness,2025-02-09
5219,oily,dehydration,acne,2025-04-10
5220,dry,sensitivity,dehydration,2025-09-08
5221,dry,aging,sensitivity,2025-09-13
5222,normal,dehydration,aging,2026-06-11
5223,normal,acne,sensitivity,2026-06-13
5224,normal,dehydration,sensitivity,2025-06-10
5225,combination,acne,sensitivity,2025-10-14
5226,combination,dehydration,sensitivity,2026-01-03
5227,dry,aging,acne,2025-10-02
5228,sensitive,aging,acne,2025-04-20
5229,oily,pigmentation,acne,2025-12-04
5230,dry,aging,dullness,2025-10-24
5231,oily,sensitivity,dehydration,2025-12-12
5232,combination,dehydration,aging,2025-03-06
5233,dry,aging,dullness,2026-05-27
5234,oily,pigmentation,dehydration,2024-09-03
5235,dry,dullness,aging,2025-05-27
5236,normal,dehydration,pigmentation,2026-01-09
5237,combination,pigmentation,dullness,2024-12-28
5238,normal,dehydration,acne,2024-08-18
5239,normal,sensitivity,aging,2026-05-25
5240,normal,sensitivity,dehydration,2026-02-07
5241,dry,dullness,pigmentation,2026-03-23
5242,normal,pigmentation,sensitivity,2026-05-16
5243,normal,pigmentation,sensitivity,2025-01-13
5244,normal,dehydration,aging,2026-02-16
5245,dry,aging,sensitivity,2025-09-29
5246,dry,acne,dehydration,2024-11-18
5247,combination,dehydration,acne,2025-04-15
5248,normal,acne,dullness,2025-02-26
5249,normal,sensitivity,pigmentation,2026-04-26
5250,combination,aging,pigmentation,2024-07-27
5251,oily,aging,acne,2026-05-07
5252,combination,acne,dullness,2025-02-03
5253,sensitive,pigmentation,dehydration,2025-03-26
5254,combination,sensitivity,aging,2025-09-08
5255,dry,dullness,pigmentation,2024-11-01
5256,dry,sensitivity,pigmentation,2024-09-22
5257,oily,sensitivity,dehydration,2026-05-16
5258,dry,acne,aging,2024-08-05
5259,sensitive,aging,dullness,2026-01-11
5260,dry,sensitivity,dullness,2024-12-05
5261,normal,aging,acne,2024-11-14
5262,oily,dullness,sensitivity,2025-05-26
5263,combination,dullness,pigmentation,2024-10-13
5264,combination,dehydration,aging,2024-11-10
5265,normal,sensitivity,dullness,2025-06-19
5266,normal,sensitivity,dehydration,2026-02-26
5267,combination,dullness,aging,2025-08-23
5268,sensitive,dullness,acne,2024-09-16
5269,sensitive,aging,dehydration,2026-02-08
5270,combination,acne,pigmentation,2024-07-06
5271,oily,dehydration,pigmentation,2026-02-24
5272,combination,acne,dehydration,2025-03-07
5273,dry,dehydration,aging,2025-03-25
5274,combination,aging,dullness,2026-02-13
5275,sensitive,dehydration,aging,2025-07-26
5276,dry,sensitivity,dullness,2026-03-23
5277,dry,dullness,pigmentation,2025-10-13
5278,normal,dullness,acne,2024-08-04
5279,dry,aging,dullness,2026-05-28
5280,oily,aging,sensitivity,2024-10-08
5281,sensitive,acne,dehydration,2025-02-26
5282,sensitive,acne,dullness,2025-01-05
5283,normal,dehydration,pigmentation,2025-12-12
5284,sensitive,sensitivity,aging,2024-08-12
5285,normal,acne,dullness,2026-01-02
5286,combination,pigmentation,dullness,2025-07-04
5287,dry,dullness,pigmentation,2026-06-10
5288,normal,dehydration,acne,2024-09-26
5289,dry,dehydration,pigmentation,2025-02-06
5290,dry,dehydration,pigmentation,2026-03-09
5291,normal,acne,dehydration,2025-03-10
5292,normal,pigmentation,acne,2026-02-23
5293,dry,aging,acne,2025-08-16
5294,sensitive,acne,pigmentation,2025-06-27
5295,normal,aging,acne,2024-08-25
5296,sensitive,aging,dehydration,2025-11-05
5297,oily,sensitivity,acne,2026-06-27
5298,sensitive,pigmentation,aging,2025-08-24
5299,oily,sensitivity,dehydration,2024-08-28
5300,normal,dehydration,pigmentation,2024-11-30
5301,oily,dehydration,acne,2026-05-24
5302,normal,dehydration,sensitivity,2026-05-28
5303,oily,sensitivity,dullness,2024-12-30
5304,combination,pigmentation,sensitivity,2025-01-26
5305,dry,aging,dehydration,2025-05-25
5306,normal,dullness,dehydration,2026-05-03
5307,dry,sensitivity,pigmentation,2025-12-14
5308,sensitive,acne,dehydration,2024-10-25
5309,oily,aging,dullness,2026-03-27
5310,combination,pigmentation,dullness,2026-02-09
5311,normal,pigmentation,aging,2025-08-10
5312,normal,dehydration,pigmentation,2025-01-15
5313,dry,pigmentation,aging,2024-11-08
5314,dry,dehydration,sensitivity,2025-04-30
5315,combination,sensitivity,acne,2025-07-11
5316,combination,dehydration,aging,2025-09-28
5317,combination,pigmentation,dehydration,2026-06-05
5318,oily,acne,sensitivity,2025-12-23
5319,sensitive,aging,dehydration,2026-01-31
5320,dry,dullness,sensitivity,2026-05-25
5321,dry,dehydration,acne,2025-01-08
5322,normal,aging,pigmentation,2025-10-21
5323,sensitive,pigmentation,dehydration,2025-06-29
5324,dry,sensitivity,pigmentation,2026-02-10
5325,normal,sensitivity,dullness,2025-04-30
5326,dry,dullness,acne,2026-03-29
5327,combination,dehydration,sensitivity,2025-02-26
5328,dry,sensitivity,dullness,2025-01-13
5329,oily,aging,dullness,2025-11-21
5330,combination,acne,pigmentation,2026-02-01
5331,combination,dullness,pigmentation,2024-12-13
5332,normal,aging,sensitivity,2026-01-24
5333,dry,dehydration,acne,2026-02-26
5334,normal,dehydration,sensitivity,2025-10-31
5335,sensitive,aging,sensitivity,2024-07-30
5336,oily,aging,acne,2025-08-02
5337,sensitive,aging,dehydration,2025-12-26
5338,combination,dullness,acne,2025-06-26
5339,dry,dullness,sensitivity,2025-10-25
5340,combination,dullness,aging,2025-03-08
5341,dry,dullness,pigmentation,2025-08-20
5342,sensitive,sensitivity,pigmentation,2025-05-02
5343,combination,pigmentation,dehydration,2025-08-22
5344,combination,pigmentation,acne,2025-07-19
5345,dry,dehydration,acne,2025-08-14
5346,dry,sensitivity,acne,2025-09-22
5347,combination,dullness,sensitivity,2024-08-01
5348,combination,aging,acne,2025-12-24
5349,dry,aging,pigmentation,2024-11-25
5350,combination,aging,dehydration,2025-02-03
5351,dry,acne,pigmentation,2025-06-16
5352,combination,dullness,dehydration,2025-11-16
5353,oily,pigmentation,dehydration,2025-07-18
5354,combination,pigmentation,aging,2024-10-23
5355,sensitive,dullness,dehydration,2026-02-23
5356,normal,sensitivity,dullness,2025-05-04
5357,sensitive,pigmentation,acne,2024-12-24
5358,sensitive,sensitivity,pigmentation,2025-03-30
5359,oily,dullness,acne,2026-03-23
5360,dry,sensitivity,aging,2025-06-30
5361,sensitive,aging,acne,2026-02-23
5362,normal,sensitivity,dehydration,2024-08-27
5363,combination,dullness,aging,2025-10-22
5364,normal,dehydration,acne,2025-09-01
5365,dry,dullness,aging,2024-10-18
5366,oily,aging,dullness,2025-08-28
5367,oily,dullness,aging,2026-02-15
5368,combination,sensitivity,acne,2024-09-22
